MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,0,2,8475,1,2,39,4,5,6,7,81,9,9,10,34,4,7,1956,1956,12,13,14,14,36,0,17,17,37,17,17,19,38,228,21,0,724,952,22,23,24,83,952,0,0,952,0,0,1,0,2,1,17,4,26,0,2,46,1956,21,1,283,17,17,24,0,0,0,0,0,0,2,2,2,0,4,2008,29,30,135750
50,61,50,8635,1,2,3,4,5,6,7,67,9,9,10,51,5,5,1948,2001,12,13,43,43,36,0,17,17,37,17,17,19,60,336,20,41,295,672,22,17,24,25,1072,213,0,1285,1,0,1,0,2,1,17,6,65,0,2,46,1948,21,1,240,17,17,24,0,0,0,0,0,0,2,53,2,0,1,2008,29,30,127000
90,0,72,10778,1,2,3,4,5,6,7,70,9,9,86,34,4,5,1968,1968,71,13,59,59,36,0,17,17,37,17,17,19,21,0,21,0,1768,1768,22,17,96,25,1768,0,0,1768,0,0,2,0,4,2,17,8,26,0,2,2,2,2,0,0,2,2,24,0,0,0,0,0,0,2,2,2,0,4,2010,29,30,136500
50,61,60,10440,1,93,3,4,5,41,7,62,9,9,10,11,5,6,1910,1981,12,13,43,43,36,0,17,17,18,17,17,19,21,0,21,0,440,440,22,16,24,25,682,548,0,1230,0,0,1,1,2,1,17,5,26,0,2,46,1966,21,2,440,17,17,24,74,0,128,0,0,0,2,53,2,0,5,2009,29,30,110000
60,0,100,13000,1,2,3,4,5,41,7,81,9,9,10,11,6,6,1968,1968,12,13,14,14,15,576,17,16,37,16,17,19,72,448,21,0,448,896,22,17,24,25,1182,960,0,2142,0,0,2,1,4,1,16,8,26,1,16,27,1968,76,1,509,17,17,24,0,72,0,0,252,0,2,2,2,0,6,2009,29,30,193500
120,61,32,4500,1,2,3,4,5,31,7,50,9,9,98,34,6,5,1998,1998,71,13,14,14,15,443,17,16,18,23,16,19,20,1201,21,0,36,1237,22,23,24,25,1337,0,0,1337,1,0,2,0,2,1,17,5,26,0,2,27,1998,76,2,405,17,17,24,0,199,0,0,0,0,2,2,2,0,3,2006,29,30,153500
20,0,78,10206,1,2,3,4,5,6,7,55,9,9,10,34,8,5,2007,2007,12,13,14,14,56,468,17,17,18,16,17,19,20,33,21,0,1530,1563,22,23,24,25,1563,0,0,1563,0,0,2,0,3,1,16,6,26,1,16,27,2007,28,3,758,17,17,24,144,99,0,0,0,0,2,2,2,0,10,2008,29,30,245000
20,0,80,8892,1,2,39,4,5,6,7,81,9,9,10,34,5,5,1960,1960,12,13,35,35,126,66,17,17,37,17,17,19,21,0,21,0,1065,1065,22,16,24,25,1065,0,0,1065,0,0,1,1,3,1,17,6,26,0,2,46,1974,21,2,461,17,17,24,74,0,0,0,0,0,2,2,2,0,7,2007,92,30,126500
80,0,2,8530,1,2,39,4,5,6,7,112,9,9,10,116,7,5,1995,1996,12,13,59,59,15,22,17,17,18,16,17,19,21,0,21,0,384,384,22,16,24,25,804,670,0,1474,0,0,2,1,3,1,17,7,26,1,17,75,1995,76,2,400,17,17,24,120,72,0,0,0,0,2,2,54,700,5,2009,29,30,168500
60,0,121,16059,1,2,3,4,5,41,7,48,9,9,10,11,8,5,1991,1992,71,13,59,59,15,284,16,17,37,16,17,19,21,0,21,0,1288,1288,22,23,24,25,1301,1116,0,2417,0,0,2,1,4,1,16,9,26,1,17,27,1991,21,2,462,17,17,24,127,82,0,0,0,0,2,2,2,0,4,2006,29,30,260000
60,0,122,11911,1,2,79,4,5,6,7,112,9,9,10,11,6,5,2005,2005,12,13,14,14,36,0,16,17,18,16,17,49,21,0,21,0,684,684,22,23,24,25,684,876,0,1560,0,0,2,1,3,1,16,6,26,1,16,75,2005,76,2,400,17,17,24,100,38,0,0,0,0,2,2,2,0,3,2009,29,30,174000
160,111,40,3951,1,1,3,4,5,41,7,55,9,9,98,11,6,5,2009,2009,12,13,14,14,56,76,16,17,18,16,17,49,21,0,21,0,612,612,22,23,24,25,612,612,0,1224,0,0,2,1,2,1,16,4,26,0,2,46,2009,28,2,528,17,17,24,0,234,0,0,0,0,2,2,2,0,6,2009,77,78,164500
50,102,105,8470,1,2,39,4,5,41,7,95,33,33,10,51,3,2,1915,1982,71,13,80,80,36,0,66,66,37,17,66,19,21,0,21,0,1013,1013,22,17,96,25,1013,0,513,1526,0,0,1,0,2,1,66,6,26,0,2,2,2,2,0,0,2,2,96,0,0,156,0,0,0,2,53,2,0,10,2009,127,47,85000
20,0,60,8070,1,2,3,4,5,6,7,8,9,9,10,34,4,5,1994,1995,12,13,14,14,36,0,17,17,18,16,17,19,20,588,21,0,402,990,22,23,24,25,990,0,0,990,1,0,1,0,3,1,17,5,26,0,2,2,2,2,0,0,2,2,24,0,0,0,0,0,0,2,2,2,0,8,2007,29,30,123600
20,0,60,7200,1,2,3,4,5,6,7,81,9,9,10,34,4,5,1950,1950,12,13,15,43,36,0,17,17,87,2,2,2,2,0,2,0,0,0,22,17,24,83,1040,0,0,1040,0,0,1,0,2,1,17,4,26,0,2,46,1950,21,2,420,17,17,24,0,29,0,0,0,0,2,2,2,0,7,2006,29,30,109900
20,0,85,8500,1,2,3,4,5,6,7,81,9,9,10,34,5,3,1961,1961,71,13,59,59,126,203,17,17,37,17,17,19,72,600,21,0,635,1235,22,17,24,25,1235,0,0,1235,0,0,1,0,2,1,17,6,26,0,2,27,1961,21,2,480,17,17,24,0,0,0,0,0,0,2,82,2,0,12,2006,29,47,98600
30,0,80,13360,1,93,39,118,5,6,7,42,9,9,10,34,5,7,1921,2006,12,13,43,43,36,0,17,16,45,16,17,19,38,713,21,0,163,876,22,23,24,25,964,0,0,964,1,0,1,0,2,1,17,5,26,0,2,46,1921,21,2,432,17,17,24,0,0,44,0,0,0,2,2,2,0,8,2009,29,30,163500
190,102,60,7200,1,2,3,4,5,41,7,62,9,9,68,120,6,6,1910,1998,71,13,35,35,36,0,17,17,45,17,66,40,72,1046,21,0,168,1214,125,23,96,25,1260,1031,0,2291,0,1,2,0,4,2,17,9,26,1,16,46,1900,21,2,506,17,17,24,0,0,0,0,99,0,2,2,2,0,11,2007,29,30,133900
60,0,69,9337,1,2,39,4,5,6,7,8,9,9,10,11,6,5,1997,1997,12,13,14,14,36,0,17,16,18,16,17,19,20,648,21,0,176,824,22,23,24,25,905,881,0,1786,1,0,2,1,3,1,16,7,26,0,2,27,1997,28,2,684,17,17,24,0,162,0,0,0,0,2,2,2,0,5,2007,29,30,204750
60,0,2,9765,1,2,79,4,5,41,7,112,9,9,10,11,6,8,1993,1993,12,13,14,14,15,68,23,16,18,16,16,19,38,310,21,0,370,680,22,16,24,25,680,790,0,1470,0,0,2,1,3,1,17,6,26,1,17,75,1993,76,2,420,17,17,24,232,63,0,0,0,0,2,2,54,480,4,2009,29,30,185000
20,0,78,10264,1,2,39,4,5,6,7,8,9,9,10,34,7,5,1999,1999,12,13,14,14,15,183,16,17,18,16,17,49,38,1162,21,0,426,1588,22,23,24,25,1588,0,0,1588,0,0,2,0,3,1,16,6,26,0,2,27,1999,28,2,472,17,17,24,158,29,0,0,0,0,2,2,2,0,8,2006,29,30,214000
20,0,73,10921,1,2,3,118,5,6,7,104,9,9,10,34,4,5,1965,1965,71,13,59,59,15,48,17,17,37,17,17,19,72,520,21,0,440,960,22,17,24,64,960,0,0,960,1,0,1,0,3,1,17,6,26,0,2,27,1965,76,1,432,17,17,109,120,0,0,0,0,0,2,2,2,0,5,2007,29,30,94750
30,0,85,10625,1,2,3,4,5,41,7,104,9,9,10,34,5,5,1920,1950,12,13,43,43,36,0,17,17,45,17,17,19,38,108,21,0,350,458,22,66,96,25,835,0,0,835,0,0,1,0,2,1,17,5,26,0,2,128,1920,21,1,366,66,17,24,0,0,77,0,0,0,2,2,54,400,5,2010,92,47,83000
20,0,77,9320,1,2,39,4,5,6,7,81,9,9,10,34,4,5,1959,1959,12,13,80,80,36,0,17,17,37,17,17,19,38,569,21,0,381,950,22,66,24,25,1225,0,0,1225,1,0,1,1,3,1,17,6,26,0,2,2,2,2,0,0,2,2,24,352,0,0,0,0,0,2,2,54,400,1,2010,29,30,128950
20,0,2,10603,1,2,39,4,5,6,7,57,9,9,10,34,6,7,1977,2001,12,13,80,80,15,28,17,17,18,17,17,40,38,1200,21,0,410,1610,22,16,24,25,1610,0,0,1610,1,0,2,0,3,1,16,6,26,2,17,27,1977,28,2,480,17,17,24,168,68,0,0,0,0,2,2,2,0,2,2010,29,30,205000
60,0,77,9206,1,2,3,4,5,6,7,89,9,9,10,11,6,5,1985,1985,12,13,59,59,15,336,16,17,37,16,17,19,21,0,21,0,741,741,22,17,24,25,977,755,0,1732,0,0,2,1,3,1,16,7,26,1,17,27,1985,76,2,476,17,17,24,192,46,0,0,0,0,2,2,2,0,6,2010,29,30,178000
90,0,64,7018,1,2,3,94,5,6,7,89,9,9,86,34,5,5,1979,1979,12,13,59,59,36,0,17,66,87,2,2,2,2,0,2,0,0,0,22,17,24,25,1535,0,0,1535,0,0,2,0,4,2,17,8,26,0,2,27,1979,21,2,410,17,17,24,0,0,0,0,0,0,2,2,2,0,6,2009,29,129,118964
20,0,94,10402,1,2,39,4,5,41,7,8,9,9,10,34,7,5,2009,2009,12,13,14,14,36,0,17,17,18,16,17,19,21,0,21,0,1226,1226,22,23,24,25,1226,0,0,1226,0,0,2,0,3,1,16,6,26,0,2,27,2009,28,3,740,17,17,24,0,36,0,0,0,0,2,2,2,0,5,2010,29,30,198900
50,61,2,7758,1,2,3,4,5,41,7,95,9,9,10,51,7,4,1931,1950,12,13,122,122,15,600,17,66,18,17,17,19,91,224,21,0,816,1040,22,23,24,64,1226,592,0,1818,0,0,1,1,4,1,17,7,26,2,17,46,1951,21,1,240,17,17,24,0,0,0,0,184,0,2,2,2,0,6,2007,29,30,169500
60,111,75,9375,1,2,3,4,5,6,7,55,9,9,10,11,8,5,2003,2004,71,13,14,14,15,768,16,17,18,23,17,19,21,0,21,0,1053,1053,22,23,24,25,1053,939,0,1992,0,0,2,1,3,1,16,9,26,1,16,27,2003,28,2,648,17,17,24,140,45,0,0,0,0,2,2,2,0,8,2008,29,30,250000
30,61,60,10800,1,93,3,4,5,6,7,62,9,9,10,34,4,7,1885,1995,130,13,14,14,36,0,17,17,45,66,17,19,21,0,21,0,641,641,22,16,24,25,1047,0,0,1047,0,0,1,0,2,1,17,6,26,0,2,46,1954,21,1,273,66,66,96,0,0,0,0,0,0,2,2,54,450,8,2007,29,30,100000
20,61,50,6000,1,2,3,4,5,6,7,62,9,9,10,34,5,5,1948,1950,12,13,14,14,36,0,17,17,37,17,17,19,38,104,60,169,516,789,22,23,24,25,789,0,0,789,0,0,1,0,2,1,17,5,26,0,2,46,1948,21,1,250,17,17,24,0,0,0,0,0,0,2,2,2,0,4,2008,29,78,115000
50,61,85,8500,1,2,3,4,5,41,7,95,63,9,10,51,5,7,1919,2005,12,13,99,100,36,0,17,17,37,17,17,19,21,0,21,0,793,793,125,17,96,64,997,520,0,1517,0,0,2,0,3,1,66,7,26,0,2,2,2,2,0,0,2,2,96,0,0,144,0,0,0,2,2,2,0,8,2007,29,30,115000
20,0,105,11751,1,2,39,4,5,6,7,57,9,9,10,34,6,6,1977,1977,71,13,80,80,15,480,17,17,37,16,17,19,60,705,21,0,1139,1844,22,23,24,25,1844,0,0,1844,0,0,2,0,3,1,17,7,26,1,17,27,1977,28,2,546,17,17,24,0,122,0,0,0,0,2,53,2,0,1,2010,92,30,190000
50,0,75,9525,1,2,3,4,5,6,7,104,9,9,10,51,6,4,1954,1972,12,13,43,43,36,0,17,17,37,17,66,19,72,444,21,0,550,994,22,16,24,25,1216,639,0,1855,0,0,2,0,4,1,17,7,26,0,2,27,1954,21,1,325,17,17,24,182,0,0,0,0,0,2,2,2,0,10,2006,29,30,136900
80,0,2,7750,1,2,39,4,5,6,7,112,9,9,10,116,7,5,2000,2000,12,13,14,14,36,0,17,17,18,16,17,19,20,250,21,0,134,384,22,23,24,25,774,656,0,1430,0,0,2,1,3,1,17,7,26,1,17,75,2000,76,2,400,17,17,24,180,0,0,0,0,0,2,2,2,0,4,2010,29,30,180000
60,0,77,9965,1,2,3,4,5,6,7,8,9,9,10,11,7,5,2007,2007,12,13,14,14,56,220,16,17,18,23,17,49,20,984,21,0,280,1264,22,23,24,25,1282,1414,0,2696,1,0,2,1,4,1,23,10,26,1,16,75,2007,76,3,792,17,17,24,120,184,0,0,168,0,2,2,2,0,10,2007,77,78,383970
20,0,2,21000,1,2,3,94,5,41,7,42,9,9,10,34,6,5,1953,1953,71,13,43,43,15,184,17,16,37,16,17,40,38,35,72,869,905,1809,22,17,24,25,2259,0,0,2259,1,0,2,0,3,1,16,7,26,2,16,128,1953,21,2,450,17,17,24,166,120,192,0,0,0,2,53,2,0,10,2007,92,47,217000
70,0,61,7259,1,2,39,4,5,6,113,42,9,9,10,11,6,8,1945,2002,103,13,43,43,36,0,17,17,37,17,17,19,38,774,91,150,104,1028,22,23,24,25,1436,884,0,2320,1,0,2,1,3,1,16,9,26,1,17,46,1945,21,1,180,17,17,24,224,0,0,0,0,0,2,53,2,0,7,2007,29,30,259500
160,111,34,3230,1,1,3,4,5,41,7,55,9,9,98,11,6,5,1999,1999,12,13,35,35,15,1129,17,17,18,16,17,19,20,419,21,0,310,729,22,16,24,25,729,729,0,1458,0,0,2,1,2,1,17,5,26,1,66,46,1999,21,2,440,17,17,24,0,32,0,0,0,0,2,2,2,0,6,2007,29,30,176000
20,0,2,11616,1,2,3,4,5,6,7,70,9,9,10,34,5,5,1962,1962,12,13,43,43,15,116,17,17,37,17,17,19,91,170,60,670,252,1092,22,17,24,25,1092,0,0,1092,0,1,1,0,3,1,17,6,26,1,131,27,1962,21,1,288,17,17,24,0,20,144,0,0,0,2,2,2,0,9,2009,29,30,139000
20,0,74,8536,1,2,3,4,5,41,7,104,9,9,10,34,5,5,2006,2007,12,13,14,14,36,0,17,17,18,16,17,19,21,0,21,0,1125,1125,22,16,24,25,1125,0,0,1125,0,0,1,1,2,1,17,5,26,0,2,27,2007,21,2,430,17,17,24,80,64,0,0,0,0,2,2,2,0,4,2007,77,78,155000
60,0,90,12376,1,2,3,4,5,41,7,89,9,9,10,11,7,5,1990,1990,71,13,80,80,36,0,17,17,18,16,17,40,20,1470,21,0,203,1673,22,16,24,25,1699,1523,0,3222,1,0,3,0,5,1,16,11,26,2,17,27,1990,21,3,594,17,17,24,367,0,0,0,0,0,2,2,2,0,5,2010,29,30,320000
60,0,65,8461,1,2,3,4,5,6,7,8,9,9,10,11,6,5,2005,2006,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,728,728,22,23,24,25,728,728,0,1456,0,0,2,1,3,1,16,8,26,1,16,27,2005,76,2,390,17,17,24,0,24,0,0,0,0,2,2,2,0,7,2006,77,78,163990
80,0,2,21453,1,2,39,114,5,85,132,124,9,9,10,116,6,5,1969,1969,133,134,80,80,36,0,17,17,37,17,17,16,38,938,21,0,0,938,22,23,24,25,988,0,0,988,1,0,1,0,1,1,17,4,26,2,17,27,1969,21,2,540,17,17,24,0,130,0,130,0,0,2,2,2,0,10,2006,29,30,180000
50,61,50,6060,1,2,3,4,5,6,7,95,9,9,10,51,4,5,1939,1950,12,13,105,105,36,0,17,17,18,17,17,19,21,0,21,0,732,732,22,16,24,25,772,351,0,1123,0,0,1,0,3,1,17,4,26,0,2,46,1979,21,1,264,17,17,109,0,0,140,0,0,0,2,53,2,0,6,2007,29,30,100000
20,0,75,9464,1,2,3,4,5,41,7,81,9,9,10,34,6,7,1958,1958,71,13,35,35,15,135,17,16,37,17,17,19,60,570,21,0,510,1080,22,16,24,25,1080,0,0,1080,0,0,1,0,3,1,17,5,26,0,2,27,1958,21,1,288,17,17,24,0,0,0,0,130,0,2,2,2,0,6,2008,29,30,136000
120,0,55,7892,1,2,3,4,5,6,7,89,9,9,98,34,6,5,1993,1993,12,13,80,80,36,0,16,17,18,16,17,19,20,300,21,0,899,1199,22,23,24,25,1199,0,0,1199,0,0,2,0,2,1,16,5,26,0,2,27,1993,28,2,530,17,17,24,0,63,0,0,0,0,2,2,2,0,3,2008,29,30,153900
20,0,48,17043,1,2,39,4,5,85,7,57,9,9,10,34,6,5,1979,1998,12,13,59,59,36,0,17,16,37,16,66,19,21,0,21,0,1362,1362,22,17,24,25,1586,0,0,1586,0,0,2,0,3,1,17,7,26,1,17,27,1979,21,2,435,17,17,24,192,0,0,0,0,0,2,2,2,0,1,2009,29,30,181000
190,61,60,6780,1,2,3,4,5,6,7,95,9,9,68,51,6,8,1935,1982,12,13,43,43,36,0,17,66,37,17,17,49,20,490,21,0,30,520,22,16,96,25,520,0,234,754,1,0,1,0,2,1,17,5,26,0,2,2,2,2,0,0,2,2,96,53,0,0,0,0,0,2,2,2,0,6,2006,29,30,84500
120,0,2,4928,1,2,39,4,5,6,7,135,9,9,98,34,6,5,1976,1976,12,13,80,80,36,0,17,17,37,16,17,19,38,120,21,0,958,1078,22,17,24,25,958,0,0,958,0,0,2,0,2,1,17,5,26,1,17,27,1977,28,2,440,17,17,24,0,205,0,0,0,0,2,2,2,0,2,2007,29,30,128000
45,61,55,4388,1,2,39,94,5,6,7,62,33,9,10,69,5,7,1930,1950,12,13,74,43,36,0,17,16,45,17,17,19,91,116,21,0,556,672,22,23,24,25,840,0,0,840,0,0,1,0,3,1,17,5,26,1,17,2,2,2,0,0,2,2,96,0,0,0,0,0,0,2,2,2,0,6,2007,29,30,87000
60,0,69,7590,1,2,3,4,5,6,7,81,58,9,10,11,6,5,1966,1966,12,13,14,14,15,266,17,17,37,17,17,19,60,512,21,0,148,660,22,17,24,25,660,688,0,1348,0,0,1,1,3,1,17,6,26,1,66,27,1966,28,2,453,17,17,24,188,108,0,0,0,0,2,2,2,0,7,2006,29,30,155000
20,0,69,8973,1,2,3,4,5,6,7,81,9,9,10,34,5,7,1958,1991,12,13,80,80,15,85,17,17,37,17,17,19,72,567,60,28,413,1008,22,17,24,83,1053,0,0,1053,0,1,1,1,3,1,23,6,26,0,2,136,1998,28,2,750,17,17,24,0,80,0,180,0,0,2,137,2,0,7,2006,29,47,150000
60,0,88,14200,1,2,3,4,5,41,7,81,9,9,10,11,7,6,1966,1966,12,13,35,35,15,309,17,17,37,17,17,19,72,445,21,0,479,924,22,23,24,25,1216,941,0,2157,0,0,2,1,4,1,16,8,26,2,16,27,1966,76,2,487,17,17,24,105,66,0,0,0,0,2,84,2,0,5,2006,29,30,226000
60,0,2,12224,1,2,39,4,5,41,7,112,9,9,10,11,6,5,2000,2000,12,13,14,14,15,40,16,17,18,16,17,19,20,695,21,0,297,992,22,23,24,25,1022,1032,0,2054,1,0,2,1,3,1,16,7,26,1,17,75,2000,28,2,390,17,17,24,24,48,0,0,0,0,2,2,2,0,7,2009,29,30,244000
20,0,75,7388,1,2,3,4,5,41,7,81,9,9,10,34,5,6,1959,2002,12,13,35,35,36,0,17,17,37,17,17,19,72,405,21,0,658,1063,22,16,24,25,1327,0,0,1327,1,0,1,0,3,1,16,7,26,0,2,46,1974,21,2,624,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2007,29,30,150750
20,0,2,6853,1,2,39,4,5,6,7,108,9,9,10,34,8,5,2001,2002,12,13,14,14,15,136,16,17,18,23,17,19,20,1005,21,0,262,1267,22,23,24,25,1296,0,0,1296,1,0,2,0,2,1,16,6,26,0,2,27,2001,76,2,471,17,17,24,192,25,0,0,0,0,2,2,2,0,6,2009,29,30,220000
20,0,78,10335,1,2,39,4,5,6,7,70,9,9,10,34,5,6,1968,1993,12,13,80,80,36,0,17,17,37,17,17,19,72,570,21,0,891,1461,22,16,24,25,1721,0,0,1721,0,0,2,1,3,1,17,7,65,1,17,27,1968,28,2,440,17,17,24,0,96,180,0,0,0,2,53,2,0,7,2006,29,30,180000
20,0,80,10400,1,2,3,4,5,6,7,57,9,9,10,34,7,6,1970,1970,71,13,80,80,15,288,17,17,18,17,17,19,21,0,21,0,1304,1304,22,16,24,25,1682,0,0,1682,0,0,2,0,3,1,17,7,26,1,16,27,1970,21,2,530,17,17,24,98,0,0,0,0,0,2,53,2,0,5,2008,29,30,174000
20,0,2,10355,1,2,39,4,5,41,7,81,9,9,10,34,5,5,1967,1967,12,13,35,35,15,196,17,17,37,17,17,19,60,695,21,0,519,1214,22,17,24,25,1214,0,0,1214,0,0,2,0,3,1,17,5,26,1,66,27,1967,28,1,318,17,17,24,0,111,0,0,0,0,2,2,2,0,7,2007,29,30,143000
90,0,82,11070,1,2,3,4,5,6,7,50,9,9,86,34,7,5,1988,1989,12,13,14,14,15,70,17,17,37,17,17,19,21,0,21,0,1907,1907,22,16,24,25,1959,0,0,1959,0,0,3,0,5,2,17,9,26,0,2,136,1989,21,3,766,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2006,29,138,171000
60,0,73,9066,1,2,39,4,5,6,7,8,9,9,10,11,8,5,1999,2000,12,13,14,14,15,320,16,17,18,16,17,40,20,668,21,0,336,1004,22,23,24,25,1004,848,0,1852,0,0,2,1,3,1,16,7,26,2,17,27,1999,76,3,660,17,17,24,224,106,0,0,0,0,2,84,2,0,12,2008,29,30,230000
60,0,65,15426,1,2,39,4,5,6,7,8,9,9,10,11,6,5,1997,1997,12,13,14,14,36,0,17,17,18,16,17,19,20,821,21,0,107,928,22,23,24,25,928,836,0,1764,1,0,2,1,3,1,16,7,26,0,2,27,1997,28,2,470,17,17,24,276,99,0,0,0,0,2,53,2,0,8,2009,29,30,231500
20,0,70,10500,1,2,3,4,5,31,7,81,9,9,10,34,4,5,1971,1971,12,13,59,59,36,0,17,17,37,17,17,19,38,432,21,0,432,864,22,17,24,25,864,0,0,864,0,0,1,0,3,1,17,5,26,1,131,2,2,2,0,0,2,2,24,0,0,0,0,0,0,2,2,2,0,4,2010,139,30,115000
20,0,78,11645,1,2,3,4,5,6,7,8,9,9,10,34,7,5,2005,2005,12,13,14,14,36,0,16,17,18,16,17,49,20,1300,21,0,434,1734,22,23,24,25,1734,0,0,1734,1,0,2,0,3,1,16,7,26,0,2,27,2005,76,2,660,17,17,24,160,24,0,0,0,0,2,2,2,0,1,2006,29,30,260000
50,0,71,8520,1,2,3,4,5,41,7,81,63,9,10,51,5,4,1952,1952,12,13,15,43,36,0,17,66,37,17,17,19,72,507,21,0,403,910,22,66,24,25,910,475,0,1385,0,0,2,0,4,1,17,6,26,0,2,46,2000,21,2,720,17,17,24,0,0,0,0,0,0,2,53,2,0,6,2010,29,30,166000
20,0,78,10335,1,2,39,4,5,6,7,8,9,9,10,34,7,5,1999,1999,12,13,14,14,15,183,16,17,18,16,17,16,20,679,21,0,811,1490,22,23,24,25,1501,0,0,1501,1,0,2,0,3,1,16,6,26,0,2,27,1999,28,2,577,17,17,24,144,29,0,0,0,0,2,2,2,0,6,2009,29,30,204000
90,61,70,9100,1,2,3,4,5,6,7,70,90,9,86,34,5,5,1963,1963,12,13,59,59,15,336,17,17,37,17,17,19,72,1332,21,0,396,1728,22,17,24,25,1728,0,0,1728,1,0,2,0,6,2,17,10,26,0,2,46,1963,21,2,504,17,17,24,0,0,0,0,0,0,2,2,2,0,11,2006,139,47,125000
160,61,24,2522,1,2,3,4,5,6,7,104,9,9,117,11,6,5,2004,2006,12,13,14,14,56,50,16,17,18,16,17,19,21,0,21,0,970,970,22,23,24,25,970,739,0,1709,0,0,2,0,3,1,16,7,140,0,2,46,2004,21,2,380,17,17,24,0,40,0,0,0,0,2,2,2,0,4,2006,29,30,130000
30,61,51,6120,1,2,3,4,5,41,7,67,9,9,10,34,5,7,1931,1993,12,13,43,43,36,0,17,17,45,17,17,19,60,209,21,0,506,715,22,17,24,83,875,0,0,875,1,0,1,0,2,1,17,5,26,0,2,46,1931,21,1,180,66,17,24,48,0,0,0,0,0,2,2,2,0,11,2009,29,30,105000
60,0,2,9505,1,2,39,4,5,85,7,112,9,9,10,11,7,5,2001,2001,12,13,14,14,15,180,16,17,18,16,17,19,21,0,21,0,884,884,22,23,24,25,884,1151,0,2035,0,0,2,1,3,1,16,8,26,1,16,75,2001,76,2,434,17,17,24,144,48,0,0,0,0,2,2,2,0,5,2010,29,30,222500
20,0,63,7500,1,2,3,4,5,6,7,89,9,9,10,34,7,5,2004,2005,12,13,14,14,15,120,17,17,18,16,17,19,20,680,21,0,400,1080,22,23,24,25,1080,0,0,1080,1,0,1,0,3,1,16,6,26,0,2,2,2,2,0,0,2,2,24,0,0,0,0,0,0,2,2,2,0,4,2008,29,30,141000
50,61,2,6240,1,2,3,4,5,6,7,67,9,9,10,51,5,4,1936,1950,12,13,35,35,36,0,17,17,45,16,17,19,21,0,21,0,896,896,22,16,24,83,896,448,0,1344,0,0,1,0,3,1,17,7,26,0,2,46,1936,21,1,240,66,17,24,200,114,0,0,0,0,2,2,2,0,4,2006,29,30,115000
20,0,120,10356,1,2,3,4,5,41,7,8,9,9,10,34,5,6,1975,1975,12,13,59,59,36,0,17,17,37,17,17,49,60,716,21,0,253,969,22,17,24,25,969,0,0,969,0,0,1,1,3,1,17,5,26,0,2,27,1975,21,2,440,17,17,24,0,0,0,0,0,0,2,53,2,0,1,2007,29,30,122000
20,0,107,13891,1,2,3,4,5,6,7,73,9,9,10,34,8,5,2007,2008,71,13,14,14,56,436,16,17,18,23,17,16,20,1400,21,0,310,1710,22,23,24,25,1710,0,0,1710,1,0,2,0,2,1,16,6,26,1,16,27,2007,28,3,866,17,17,24,0,102,0,0,0,0,2,2,2,0,1,2008,77,78,372402
60,0,2,14803,1,2,39,4,5,85,7,57,9,9,10,11,6,5,1971,1971,12,13,59,59,15,252,17,17,37,17,17,19,72,416,21,0,409,825,22,16,24,25,1097,896,0,1993,0,0,2,1,4,1,17,8,26,1,16,27,1971,28,2,495,17,17,24,0,66,0,0,0,0,2,82,2,0,6,2006,29,30,190000
20,0,2,13500,1,2,3,4,5,6,7,124,9,9,10,34,6,7,1960,1975,133,13,15,80,36,0,17,17,37,16,17,16,60,429,38,1080,93,1602,22,16,24,25,1252,0,0,1252,1,0,1,0,1,1,17,4,26,1,16,27,1960,28,2,564,17,17,24,409,0,0,0,0,0,2,2,2,0,3,2008,29,30,235000
30,61,84,11340,1,2,3,4,5,41,7,62,9,9,10,34,6,5,1923,1950,12,13,43,43,36,0,17,17,45,17,17,19,21,0,21,0,1200,1200,22,17,24,83,1200,0,0,1200,0,0,1,0,4,1,17,7,26,0,2,46,1923,21,1,312,66,66,24,0,0,228,0,0,0,2,2,2,0,3,2006,29,138,125000
